"No.","Time","Source","Destination","Protocol","Length","Info"
"174","3.351915","SamsungE_d1:47:a5","Broadcast","802.11","189","Probe Request, SN=1038, FN=0, Flags=........C, SSID=DVD-2[Malformed Packet]"
"175","3.355650","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2193, FN=0, Flags=...P...TC"
"176","3.356289","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2193, FN=0, Flags=...PR..TC"
"177","3.356376","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"178","3.356803","192.168.1.1","192.168.1.151","DNS","202","Standard query response 0x7c07 No such name A https://dyndnss.net/ SOA a.root-servers.net"
"179","3.356945","192.168.1.1","192.168.1.151","DNS","202","Standard query response 0x7c07 No such name A https://dyndnss.net/ SOA a.root-servers.net"
"180","3.356994","","","802.11","39","Reassociation Response[Malformed Packet]"
"181","3.361456","","","802.11","127","Unrecognized (Reserved frame), Flags=.......TC"
"182","3.361523","","ProwareT_4f:70:0b (6c:fd:b9:4f:70:0b) (RA)","802.11","39","Acknowledgement, Flags=........C"
"183","3.374239","213.57.2.5","192.168.1.151","DNS","202","Standard query response 0x7c08 No such name A https://dyndnss.net/ SOA a.root-servers.net"
"184","3.374331","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"185","3.379224","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=389, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"186","3.379365","ProwareT_4f:70:0b","80:25:dc:b8:cd:bc","802.11","127","QoS Null function (No data), SN=2230, FN=0, Flags=...PRM.TC"
"187","3.379414","","ProwareT_4f:70:0b (6c:fd:b9:4f:70:0b) (RA)","802.11","39","Acknowledgement, Flags=........C"
"188","3.394252","192.168.1.1","192.168.1.151","DNS","202","Standard query response 0x7c09 No such name A https://dyndnss.net/ SOA a.root-servers.net"
"189","3.394344","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"190","3.397662","6c:fd:79:53:79:0b","Cisco-Li_f7:cd:bc","LLC","127","U, func=UI; SNAP, OUI 0x00007A (Dana Computer Inc.), PID 0x0800"
"191","3.397730","","ProwareT_4f:70:0b (6c:fd:b9:4f:70:0b) (RA)","802.11","39","Acknowledgement, Flags=........C"
"192","3.412266","213.57.2.5","192.168.1.151","DNS","202","Standard query response 0x7c0a No such name A https://dyndnss.net/ SOA a.root-servers.net"
"193","3.412357","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"194","3.438873","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2194, FN=0, Flags=.......TC"
"195","3.439205","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2194, FN=0, Flags=....R..TC"
"196","3.439280","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"197","3.440971","192.168.1.1","192.168.1.151","DNS","202","Standard query response 0x7c0b No such name A https://dyndnss.net/ SOA a.root-servers.net"
"198","3.441063","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"199","3.444411","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2195, FN=0, Flags=...P...TC"
"200","3.445035","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2195, FN=0, Flags=...PR..TC"
"201","3.445122","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"202","3.446506","a0:f4:14:ee:0e:49","6b:78:85:f7:6d:af","LLC","127","S, func=RNR, N(R)=100; DSAP 0x52 Group, SSAP 0xf6 Response"
"203","3.446574","","ProwareT_4f:70:0b (6c:fd:b9:4f:70:0b) (RA)","802.11","39","Acknowledgement, Flags=........C"
"204","3.456790","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2196, FN=0, Flags=.......TC"
"205","3.456876","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2196, FN=0, Flags=....R..TC"
"206","3.456924","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"207","3.456972","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2197, FN=0, Flags=...P...TC"
"208","3.457654","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2197, FN=0, Flags=...PR..TC"
"209","3.457741","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"210","3.458797","213.57.2.5","192.168.1.151","DNS","202","Standard query response 0x7c0c No such name A https://dyndnss.net/ SOA a.root-servers.net"
"211","3.458889","","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","39","Acknowledgement, Flags=........C"
"212","3.473987","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2198, FN=0, Flags=.......TC"
"213","3.474070","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"214","3.475652","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2199, FN=0, Flags=...P...TC"
"215","3.476284","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2199, FN=0, Flags=...PR..TC"
"216","3.476372","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"217","3.481610","6c:6a:fb:e9:86:36","3a:d5:4e:a1:90:44","802.11","334","Beacon frame, SN=395, FN=7, Flags=........C, BI=100, SSID=DVD-1"
"218","3.519352","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2199, FN=0, Flags=....R..TC"
"219","3.519419","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"220","3.519461","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2200, FN=0, Flags=...P...TC"
"221","3.519504","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"222","3.556739","SamsungE_d1:47:a5","Broadcast","802.11","189","Probe Request, SN=1046, FN=0, Flags=........C, SSID=DVD-2"
"223","3.576956","SamsungE_d1:47:a5","Broadcast","802.11","189","Probe Request, SN=1047, FN=0, Flags=........C, SSID=DVD-2"
"224","3.584012","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=396, FN=0, Flags=........C, BI=100, SSID=DVD-1[Malformed Packet]"
"225","3.601877","SamsungE_d1:47:a5","Broadcast","802.11","189","Probe Request, SN=1048, FN=0, Flags=........C, SSID=DVD-2"
"226","3.622079","SamsungE_d1:47:a5","Broadcast","802.11","189","Probe Request, SN=1049, FN=0, Flags=........C, SSID=DVD-2[Malformed Packet]"
"227","3.686421","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=397, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"228","3.716737","SamsungE_d1:47:a5","Broadcast","802.11","189","Probe Request, SN=1052, FN=0, Flags=........C, SSID=DVD-2"
"229","3.788659","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=398, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"230","3.891210","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=399, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"231","3.993484","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=400, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"232","4.096015","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=401, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"233","4.198407","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=402, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"234","4.300784","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=403, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"235","4.403204","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=404, FN=0, Flags=........C, BI=100, SSID=DVD-1[Malformed Packet]"
"236","4.505497","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=405, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"237","4.507102","","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","39","Acknowledgement, Flags=........C"
"238","4.508730","Cisco-Li_f7:cd:bc","6c:0c:24:37:5b:39","LLC","395","U, func=BCN; DSAP 0xdc Group, SSAP LLC Sub-Layer Management Response"
"239","4.509026","49:ef:7a:cd:45:59 (49:ef:7a:cd:45:59) (TA)","ed:e6:ae:56:e8:07 (ed:e6:ae:56:e8:07) (RA)","802.11","395","VHT/HE NDP Announcement, Flags=op.PR..TC"
"240","4.509569","98:cf:ab:a3:1b:7b","f4:4f:0e:ca:13:91","LLC","395","S P, func=RR, N(R)=69; DSAP Texas Instruments Individual, SSAP 0x62 Command"
"241","4.509986","","83:8a:12:45:97:a8 (83:8a:12:45:97:a8) (RA)","802.11","395","Unrecognized (Reserved frame), Flags=op.PR.F.C"
"242","4.510632","ef:66:a6:39:1a:ba (ef:66:a6:39:1a:ba) (TA)","65:23:09:31:78:2d (65:23:09:31:78:2d) (RA)","802.11","395","DMG Clear-to-send, Flags=....RMFTC"
"243","4.511080","162.125.18.133","192.168.1.122","TLSv1.2","395","Application Data"
"244","4.511863","162.125.18.133","192.168.1.122","TCP","395","[TCP Retransmission] 443  >  64742 [PSH, ACK] Seq=1 Ack=1 Win=222 Len=257 TSval=2491708341 TSecr=423485320"
"245","4.512420","","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","39","Clear-to-send, Flags=........C"
"246","4.512466","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"247","4.514628","","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","39","Clear-to-send, Flags=........C"
"248","4.515022","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"249","4.515562","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"250","4.516286","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"251","4.517375","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"252","4.609323","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=406, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"253","4.666130","162.125.18.133","192.168.1.122","TCP","138","443  >  64742 [ACK] Seq=258 Ack=3387 Win=239 Len=0 TSval=2491708392 TSecr=423543152"
"254","4.668337","162.125.18.133","192.168.1.122","TCP","134","443  >  64742 [ACK] Seq=258 Ack=4815 Win=245 Len=0 TSval=2491708392 TSecr=423543152"
"255","4.668423","162.125.18.133","192.168.1.122","TCP","138","443  >  64742 [ACK] Seq=258 Ack=6243 Win=250 Len=0 TSval=2491708392 TSecr=423543152"
"256","4.710449","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=407, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"257","4.723805","","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","39","Acknowledgement, Flags=........C"
"258","4.812790","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=2764, FN=0, Flags=........C, BI=51743"
"259","4.818280","","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","39","Acknowledgement, Flags=........C"
"260","4.819250","","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","39","Clear-to-send, Flags=........C"
"261","4.819327","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"262","4.915396","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=409, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"263","4.967903","162.125.18.133","192.168.1.122","TCP","138","443  >  64742 [ACK] Seq=258 Ack=6652 Win=256 Len=0 TSval=2491708468 TSecr=423543455"
"264","5.017416","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=410, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"265","5.119966","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=411, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"266","5.174157","","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","39","Acknowledgement, Flags=........C"
"267","5.222966","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=412, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"268","5.324804","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=413, FN=0, Flags=........C, BI=100, SSID=DVD-1[Malformed Packet: length of contained item exceeds length of containing item]"
"269","5.427192","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=414, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"270","5.429847","192.168.1.107","255.255.255.255","DB-LSP-DISC","330","Dropbox LAN sync Discovery Protocol"
"271","5.529508","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=421, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"272","5.532156","192.168.1.107","255.255.255.255","DB-LSP-DISC","330","Dropbox LAN sync Discovery Protocol"
"273","5.556824","c6:a0:73:ce:8d:9e","07:32:f1:7f:b0:bf","802.11","524","Aruba Management, SN=1410, FN=7, Flags=opmP....C"
"274","5.631966","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=422, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"275","5.634638","192.168.1.107","255.255.255.255","DB-LSP-DISC","330","Dropbox LAN sync Discovery Protocol"
"276","5.668854","c5:3f:7b:2a:28:00","48:5b:8d:a6:0b:a3","802.11","564","Unrecognized (Reserved frame), SN=465, FN=4, Flags=...P...TC"
"277","5.734349","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=423, FN=0, Flags=........C, BI=100, SSID=DVD-1[Malformed Packet]"
"278","5.737014","192.168.1.107","192.168.1.255","DB-LSP-DISC","330","Dropbox LAN sync Discovery Protocol"
"279","5.836756","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=424, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"280","5.839444","192.168.1.107","255.255.255.255","DB-LSP-DISC","330","Dropbox LAN sync Discovery Protocol"
"281","5.939182","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=425, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"282","5.941834","192.168.1.107","255.255.255.255","DB-LSP-DISC","330","Dropbox LAN sync Discovery Protocol"
"283","6.041449","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=426, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"284","6.144031","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=427, FN=0, Flags=........C, BI=2244, SSID=\\000\\006\\000P\\357\\277\\275\\004[Malformed Packet: length of contained item exceeds length of containing item]"
"285","6.246366","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=428, FN=0, Flags=........C, BI=100, SSID=DVD-1[Malformed Packet]"
"286","6.279215","","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","39","Acknowledgement, Flags=........C"
"287","6.348743","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=429, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"288","6.451186","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=430, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"289","6.454183","192.168.1.103","255.255.255.255","DHCP","389","DHCP Inform   - Transaction ID 0xa49e63ae"
"290","6.655928","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=433, FN=0, Flags=........C, BI=100, SSID=DVD-1[Malformed Packet: length of contained item exceeds length of containing item]"
"291","6.758351","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=434, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"292","6.848333","c9:fe:c1:02:da:5b","ce:e6:10:75:80:a5","802.11","954","Reassociation Response, SN=837, FN=11, Flags=.pm..M..C"
"293","6.860722","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=435, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"294","6.963121","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=436, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"295","7.065521","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=437, FN=0, Flags=........C, BI=100, SSID=DVD-1[Malformed Packet]"
"296","7.167929","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=438, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"297","7.270327","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=439, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"298","7.374253","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=440, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"299","7.409116","a8:d2:54:6e:1a:5c","c7:7a:05:fb:01:da","802.11","124","Deauthentication, SN=2689, FN=6, Flags=.......TC[Malformed Packet]"
"300","7.475099","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=441, FN=0, Flags=........C, BI=100, SSID=DVD-1[Malformed Packet: length of contained item exceeds length of containing item]"
"301","7.577478","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=442, FN=0, Flags=........C, BI=100, SSID=DVD-1[Malformed Packet]"
"302","7.679901","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=443, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"303","7.722270","64:46:b1:19:19:e2 (64:46:b1:19:19:e2) (TA)","ca:6e:59:77:91:25 (ca:6e:59:77:91:25) (RA)","802.11","1783","CF-End + CF-Ack (Control-frame), Flags=o..P.MFTC"
"304","7.782295","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=444, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"305","7.823989","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"306","7.824069","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"307","7.824120","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"308","7.824208","192.168.1.112","203.107.33.85","TCP","126","58307  >  80 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0"
"309","7.824296","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"310","7.824390","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2201, FN=0, Flags=.......TC"
"311","7.824439","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2201, FN=0, Flags=....R..TC"
"312","7.824515","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2201, FN=0, Flags=....R..TC"
"313","7.825362","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2201, FN=0, Flags=....R..TC"
"314","7.825450","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"315","7.938601","e0:fc:cf:36:fc:46","a1:b0:ce:5e:75:b5","802.11","553","Measurement Pilot, SN=2378, FN=13, Flags=.p.P.M.TC"
"316","7.987073","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=446, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"317","7.994828","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2202, FN=0, Flags=...P...TC"
"318","7.994915","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"319","8.018931","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2203, FN=0, Flags=.......TC"
"320","8.019018","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"321","8.034582","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2204, FN=0, Flags=...P...TC"
"322","8.050575","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2204, FN=0, Flags=...PR..TC"
"323","8.063283","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2204, FN=0, Flags=...PR..TC"
"324","8.063754","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2204, FN=0, Flags=...PR..TC"
"325","8.064519","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2204, FN=0, Flags=...PR..TC"
"326","8.065306","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2204, FN=0, Flags=...PR..TC"
"327","8.065394","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"328","8.089491","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=447, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"329","8.191701","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=448, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"330","8.192212","","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","39","Acknowledgement, Flags=........C"
"331","8.192678","Cisco-Li_f7:cd:bc","Apple_37:5b:39","LLC","153","S F, func=RNR, N(R)=28; DSAP 0xb6 Individual, SSAP LLC Sub-Layer Management Response"
"332","8.192928","74.125.133.189","192.168.1.122","UDP","153","443  >  62019 Len=39"
"333","8.192998","c6:c2:40:98:50:c9","a8:2c:70:fb:e0:82","802.11","153","ATIM, SN=2888, FN=1, Flags=opm.RM..C"
"334","8.193910","Cisco-Li_f7:6d:b2","Apple_37:5b:39","LLC","153","U, func=UI; SNAP, OUI 0x000000 (Officially Xerox, but 0:0:0:0:0:0 is more common), PID 0x8887"
"335","8.193977","Cisco-Li_f7:cd:bc","Apple_37:5b:39","LLC","153","U P, func=FRMR; SNAP, OUI 0x0D0000 (Unknown), PID 0x0800"
"336","8.194585","74.125.133.189","192.168.1.122","UDP","153","443  >  62019 Len=39"
"337","8.222998","","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","39","Clear-to-send, Flags=........C"
"338","8.223065","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","Apple_37:5b:39 (f4:0f:24:37:5b:39) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"339","8.294301","ZioncomE_25:bb:14","Broadcast","802.11","334","Beacon frame, SN=449, FN=0, Flags=........C, BI=100, SSID=DVD-1"
"340","8.301773","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2205, FN=0, Flags=.......TC"
"341","8.301862","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2205, FN=0, Flags=....R..TC"
"342","8.301910","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2205, FN=0, Flags=....R..TC"
"343","8.302442","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2205, FN=0, Flags=....R..TC"
"344","8.302567","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"345","8.302617","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"346","8.303160","MurataMa_bd:86:52","ZioncomE_25:bb:14","802.11","53","Null function (No data), SN=2206, FN=0, Flags=...P...TC"
"347","8.303241","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Acknowledgement, Flags=........C"
"348","8.319436","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (TA)","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (RA)","802.11","45","Request-to-send, Flags=........C"
"349","8.319502","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","39","Clear-to-send, Flags=........C"
"350","8.319548","MurataMa_bd:86:52","Cisco-Li_f7:cd:bc","ARP","114","Who has 192.168.1.1? Tell 192.168.1.112"
"351","8.319602","ZioncomE_25:bb:14 (b8:55:10:25:bb:14) (TA)","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","57","802.11 Block Ack, Flags=........C"
"352","8.319647","Cisco-Li_f7:cd:bc","MurataMa_bd:f2:5b","ARP","132","[Malformed Packet]"
"353","8.320089","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","Who has 192.168.1.108? Tell 12.57.203.183"
"354","8.320747","84:96:e9:aa:0e:a0","MurataMa_bd:86:52","ARP","132","Who has 192.144.1.112? Tell 192.168.1.1"
"355","8.321433","2a:f7:67:fe:38:87","MurataMa_bd:4a:c3","ARP","132","Who has 192.168.1.112? Tell 192.168.1.1"
"356","8.322066","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","Who has 192.168.1.112? Tell 192.168.1.1"
"357","8.322543","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","Who has 192.168.1.112? Tell 192.168.1.1"
"358","8.322665","Cisco-Li_f7:cd:bc","MurataMa_bd:86:52","ARP","132","Who has 192.168.1.112? Tell 192.168.1.1"
"359","8.323180","ae:8d:b0:f6:cd:bc","MurataMa_67:ce:fa","ARP","132","192.168.1.1 is at 00:1c:10:f7:cd:bc"
"360","8.323643","1c:b5:7c:93:5c:bd","MurataMa_bd:86:52","ARP","132","192.168.1.1 is at 00:9c:29:cd:cd:bc"
"361","8.324088","","f7:14:7b:c9:1a:f7 (f7:14:7b:c9:1a:f7) (BSSID)","802.11","132","DMG Beacon, Flags=.p..RM.TC"
"362","8.324593","","MurataMa_bd:86:52 (d8:c4:6a:bd:86:52) (RA)","802.11","132","Unrecognized (Reserved frame), Flags=..mP..F.C"
